strategy,qid,kind,rank,latency_ms
bm25,semantic-085,semantic,2,0
bm25,semantic-086,semantic,1,0
bm25,semantic-087,semantic,1,0
bm25,semantic-088,semantic,1,1
bm25,semantic-089,semantic,0,0
bm25,semantic-090,semantic,1,0
bm25,semantic-091,semantic,1,0
bm25,semantic-092,semantic,1,0
bm25,semantic-093,semantic,2,0
bm25,semantic-094,semantic,0,0
bm25,semantic-095,semantic,1,0
bm25,semantic-096,semantic,1,1
bm25,semantic-097,semantic,1,0
bm25,semantic-098,semantic,0,0
bm25,semantic-099,semantic,1,0
bm25,semantic-100,semantic,2,0
bm25,semantic-101,semantic,3,1
bm25,semantic-102,semantic,1,0
bm25,semantic-103,semantic,1,0
bm25,semantic-104,semantic,0,0
bm25,semantic-105,semantic,1,0
bm25,semantic-106,semantic,1,0
bm25,semantic-107,semantic,1,0
bm25,semantic-108,semantic,1,1
bm25,semantic-109,semantic,3,0
bm25,semantic-110,semantic,1,0
bm25,semantic-111,semantic,1,0
bm25,semantic-112,semantic,2,0
bm25,semantic-113,semantic,5,0
bm25,semantic-114,semantic,0,0
bm25,semantic-115,semantic,0,0
bm25,semantic-116,semantic,2,1
bm25,semantic-117,semantic,1,0
bm25,semantic-118,semantic,1,0
bm25,semantic-119,semantic,1,0
bm25,semantic-120,semantic,1,0
hybrid,exact-001,exact,1,10
hybrid,exact-002,exact,1,9
hybrid,exact-003,exact,2,9
hybrid,exact-004,exact,1,7
hybrid,exact-005,exact,3,9
hybrid,exact-006,exact,1,9
hybrid,exact-007,exact,2,9
hybrid,exact-008,exact,1,9
hybrid,exact-009,exact,1,9
hybrid,exact-010,exact,1,7
hybrid,exact-011,exact,1,10
hybrid,exact-012,exact,1,9
hybrid,exact-013,exact,1,8
hybrid,exact-014,exact,1,9
hybrid,exact-015,exact,1,8
hybrid,exact-016,exact,1,9
hybrid,exact-017,exact,1,9
hybrid,exact-018,exact,1,7
hybrid,exact-019,exact,1,8
hybrid,exact-020,exact,1,11
hybrid,exact-021,exact,1,10
hybrid,exact-022,exact,1,9
hybrid,exact-023,exact,3,9
hybrid,exact-024,exact,3,9
hybrid,exact-025,exact,10,9
hybrid,exact-026,exact,1,8
hybrid,exact-027,exact,2,8
hybrid,exact-028,exact,1,9
hybrid,exact-029,exact,1,9
hybrid,exact-030,exact,2,9
hybrid,exact-031,exact,1,9
hybrid,exact-032,exact,1,8
hybrid,exact-033,exact,1,9
hybrid,exact-034,exact,2,8
hybrid,exact-035,exact,1,9
hybrid,exact-036,exact,1,9
hybrid,exact-037,exact,5,9
hybrid,exact-038,exact,1,10
hybrid,exact-039,exact,3,10
hybrid,exact-040,exact,1,9
hybrid,exact-041,exact,1,10
hybrid,exact-042,exact,1,9
hybrid,exact-043,exact,1,9
hybrid,exact-044,exact,1,9
hybrid,exact-045,exact,1,9
hybrid,exact-046,exact,1,9
hybrid,exact-047,exact,1,9
hybrid,exact-048,exact,1,8
hybrid,exact-049,exact,1,8
hybrid,exact-050,exact,2,9
hybrid,exact-051,exact,1,8
hybrid,exact-052,exact,1,10
hybrid,exact-053,exact,1,11
hybrid,exact-054,exact,5,10
hybrid,exact-055,exact,1,9
hybrid,exact-056,exact,1,10
hybrid,exact-057,exact,1,7
hybrid,exact-058,exact,1,7
hybrid,exact-059,exact,3,7
hybrid,exact-060,exact,1,8
hybrid,exact-061,exact,1,8
hybrid,exact-062,exact,1,8
hybrid,exact-063,exact,2,8
hybrid,exact-064,exact,1,9
hybrid,exact-065,exact,1,8
hybrid,exact-066,exact,1,8
hybrid,exact-067,exact,1,9
hybrid,exact-068,exact,4,7
hybrid,exact-069,exact,1,9
hybrid,exact-070,exact,1,8
hybrid,exact-071,exact,3,8
hybrid,exact-072,exact,1,9
hybrid,exact-073,exact,1,9
hybrid,exact-074,exact,1,9
hybrid,exact-075,exact,2,10
hybrid,exact-076,exact,1,9
hybrid,exact-077,exact,1,9
hybrid,exact-078,exact,1,9
hybrid,exact-079,exact,1,9
hybrid,exact-080,exact,1,10
hybrid,exact-081,exact,1,9
hybrid,exact-082,exact,1,9
hybrid,exact-083,exact,1,9
hybrid,exact-084,exact,1,8
hybrid,exact-085,exact,1,9
hybrid,exact-086,exact,1,9
hybrid,exact-087,exact,1,9
hybrid,exact-088,exact,4,9
hybrid,exact-089,exact,1,7
hybrid,exact-090,exact,1,9
hybrid,exact-091,exact,1,10
hybrid,exact-092,exact,1,8
hybrid,exact-093,exact,1,9
hybrid,exact-094,exact,9,9
hybrid,exact-095,exact,6,8
hybrid,exact-096,exact,2,8
hybrid,exact-097,exact,1,9
hybrid,exact-098,exact,6,8
hybrid,exact-099,exact,1,7
hybrid,exact-100,exact,1,9
hybrid,exact-101,exact,1,9
hybrid,exact-102,exact,1,9
hybrid,exact-103,exact,1,9
hybrid,exact-104,exact,1,8
hybrid,exact-105,exact,1,9
hybrid,exact-106,exact,1,9
hybrid,exact-107,exact,1,9
hybrid,exact-108,exact,1,9
hybrid,exact-109,exact,1,10
hybrid,exact-110,exact,1,9
hybrid,exact-111,exact,3,9
hybrid,exact-112,exact,1,8
hybrid,exact-113,exact,1,10
hybrid,exact-114,exact,1,7
hybrid,exact-115,exact,2,9
hybrid,exact-116,exact,1,9
hybrid,exact-117,exact,1,9
hybrid,exact-118,exact,1,8
hybrid,exact-119,exact,1,7
hybrid,exact-120,exact,1,9
hybrid,semantic-001,semantic,1,7
hybrid,semantic-002,semantic,1,6
hybrid,semantic-003,semantic,0,7
hybrid,semantic-004,semantic,2,6
hybrid,semantic-005,semantic,0,7
hybrid,semantic-006,semantic,1,7
hybrid,semantic-007,semantic,2,7
hybrid,semantic-008,semantic,1,6
hybrid,semantic-009,semantic,1,7
hybrid,semantic-010,semantic,2,6
hybrid,semantic-011,semantic,1,6
hybrid,semantic-012,semantic,1,7
hybrid,semantic-013,semantic,1,6
hybrid,semantic-014,semantic,1,7
hybrid,semantic-015,semantic,2,6
hybrid,semantic-016,semantic,1,7
hybrid,semantic-017,semantic,1,8
hybrid,semantic-018,semantic,2,7
hybrid,semantic-019,semantic,1,7
hybrid,semantic-020,semantic,1,7
hybrid,semantic-021,semantic,9,9
hybrid,semantic-022,semantic,1,8
hybrid,semantic-023,semantic,3,7
hybrid,semantic-024,semantic,6,6
hybrid,semantic-025,semantic,0,9
hybrid,semantic-026,semantic,1,6
hybrid,semantic-027,semantic,5,7
hybrid,semantic-028,semantic,1,7
hybrid,semantic-029,semantic,1,7
hybrid,semantic-030,semantic,1,7
hybrid,semantic-031,semantic,1,8
hybrid,semantic-032,semantic,5,7
hybrid,semantic-033,semantic,1,8
hybrid,semantic-034,semantic,3,6
hybrid,semantic-035,semantic,1,7
hybrid,semantic-036,semantic,2,6
hybrid,semantic-037,semantic,0,6
hybrid,semantic-038,semantic,1,7
hybrid,semantic-039,semantic,5,7
hybrid,semantic-040,semantic,1,7
hybrid,semantic-041,semantic,2,8
hybrid,semantic-042,semantic,1,6
hybrid,semantic-043,semantic,1,7
hybrid,semantic-044,semantic,1,7
hybrid,semantic-045,semantic,1,6
hybrid,semantic-046,semantic,2,7
hybrid,semantic-047,semantic,1,8
hybrid,semantic-048,semantic,1,7
hybrid,semantic-049,semantic,1,8
hybrid,semantic-050,semantic,4,8
hybrid,semantic-051,semantic,2,7
hybrid,semantic-052,semantic,1,6
hybrid,semantic-053,semantic,1,7
hybrid,semantic-054,semantic,6,6
hybrid,semantic-055,semantic,3,7
hybrid,semantic-056,semantic,1,6
hybrid,semantic-057,semantic,1,7
hybrid,semantic-058,semantic,1,6
hybrid,semantic-059,semantic,0,6
hybrid,semantic-060,semantic,1,7
hybrid,semantic-061,semantic,1,7
hybrid,semantic-062,semantic,5,6
hybrid,semantic-063,semantic,3,7
hybrid,semantic-064,semantic,1,7
hybrid,semantic-065,semantic,1,7
hybrid,semantic-066,semantic,2,7
hybrid,semantic-067,semantic,1,9
hybrid,semantic-068,semantic,0,7
hybrid,semantic-069,semantic,1,8
hybrid,semantic-070,semantic,1,7
hybrid,semantic-071,semantic,0,6
hybrid,semantic-072,semantic,1,6
hybrid,semantic-073,semantic,1,6
hybrid,semantic-074,semantic,1,6
hybrid,semantic-075,semantic,2,6
hybrid,semantic-076,semantic,1,6
hybrid,semantic-077,semantic,1,7
hybrid,semantic-078,semantic,3,6
hybrid,semantic-079,semantic,1,7
hybrid,semantic-080,semantic,2,6
hybrid,semantic-081,semantic,1,8
hybrid,semantic-082,semantic,2,6
hybrid,semantic-083,semantic,1,7
hybrid,semantic-084,semantic,1,6
hybrid,semantic-085,semantic,1,6
hybrid,semantic-086,semantic,1,6
hybrid,semantic-087,semantic,1,6
hybrid,semantic-088,semantic,6,8
hybrid,semantic-089,semantic,0,8
hybrid,semantic-090,semantic,1,7
hybrid,semantic-091,semantic,1,8
hybrid,semantic-092,semantic,1,7
hybrid,semantic-093,semantic,2,7
hybrid,semantic-094,semantic,0,7
hybrid,semantic-095,semantic,5,7
hybrid,semantic-096,semantic,2,7
hybrid,semantic-097,semantic,1,7
hybrid,semantic-098,semantic,0,6
hybrid,semantic-099,semantic,1,6
hybrid,semantic-100,semantic,2,7
hybrid,semantic-101,semantic,1,8
hybrid,semantic-102,semantic,1,7
hybrid,semantic-103,semantic,1,7
hybrid,semantic-104,semantic,1,6
hybrid,semantic-105,semantic,1,9
hybrid,semantic-106,semantic,1,8
hybrid,semantic-107,semantic,1,7
hybrid,semantic-108,semantic,1,9
hybrid,semantic-109,semantic,1,6
hybrid,semantic-110,semantic,1,7
hybrid,semantic-111,semantic,4,8
hybrid,semantic-112,semantic,2,6
